id,usefors,description,name,refId
"1536","","I am able to offer a basic analysis of the origins and development of belief and morality.","RME 4-09d","tcm:4-513961"
"1537","","I can apply philosophical enquiry to explore questions or ethical issues.","RME 4-09e","tcm:4-545033"
"1538","","","World religions selected for study","tcm:4-513470"
"1539","","","Beliefs","tcm:4-513475"
"1540","","As I explore stories, images, music and poems, I am becoming familiar with the beliefs of the world religions I am learning about.","RME 0-04a","tcm:4-513905"
"1541","","Through exploring stories from world religions, I can describe some of their key beliefs.","RME 1-04a","tcm:4-513907"
"1542","","By exploring some places and investigating artefacts, I am developing my knowledge of the beliefs of world religions and my awareness of their role in Scottish society and the world.","RME 1-04b","tcm:4-513911"
"1543","","I can talk about my own beliefs, or express them in other ways.","RME 1-04c","tcm:4-513914"
"1544","","Through investigating and reflecting upon stories of world religions, I can show my understanding of these stories.","RME 2-04a","tcm:4-513908"
"1545","","Through exploring the lives and teachings of significant figures from world religions, I am increasing my knowledge and understanding of their key beliefs.","RME 2-04b","tcm:4-513913"
"1546","","I can show understanding of the beliefs of world religions and explore the similarities and differences between these and my developing beliefs.","RME 2-04c","tcm:4-513915"
"1547","","Having reflected upon sources from world religions, I can explain some key beliefs about deity, the human condition and the natural world, and how these beliefs lead to actions for followers of those religions.","RME 3-04a","tcm:4-513909"
"1548","","Through investigating and reflecting upon how followers of world religions put their beliefs into action, I can reflect upon the consequences of putting my own beliefs into action.","RME 3-04b","tcm:4-513912"
"1549","","I can explain a range of beliefs which followers of world religions hold about 'ultimate questions' and participate in debates about these.","RME 3-04c","tcm:4-513916"
"1550","","I can give examples of the contributions of the beliefs of world religions to the development of Scotland, now and in the past.","RME 3-04d","tcm:4-513917"
"1551","","Having considered the key beliefs of world religions, I can express reasoned views on these and discuss how putting them into practice might affect individuals and society. I can confidently support my own responses to these issues of belief.","RME 4-04a","tcm:4-513910"
"1552","","I can explain the contributions of the beliefs of world religions to the development of Scotland, now and in the past.","RME 4-04b","tcm:4-513920"
"1553","","","Practices and traditions","tcm:4-513477"
"1554","","I am becoming aware of the importance of celebrations, festivals and customs in religious people's lives.","RME 0-06a","tcm:4-513930"
"1555","","I am discovering how followers of world religions demonstrate their beliefs through prayer/meditation, worship and special ceremonies. I am developing respect for the practices and traditions of others.","RME 1-06a","tcm:4-513931"
"1556","","I am developing an awareness of the ways in which followers of world religions celebrate different times of year and can relate these to my own life and community.","RME 1-06b","tcm:4-513940"
"1557","","I am increasing my knowledge and understanding of different forms of worship and artefacts within world religions and can explain their importance for followers of world religions.","RME 2-06a","tcm:4-513933"
"1558","","Through investigating and reflecting upon the ways in which followers of world religions mark major life events and times of year, I can explain key features of such festivals and celebrations.","RME 2-06b","tcm:4-513937"
"1559","","I can describe and reflect upon practices and traditions of world religions.","RME 2-06c","tcm:4-513941"
"1560","","I have researched and reflected upon the major ceremonies and customs of world religions and can explain the significance of these to the followers of these religions.","RME 3-06a","tcm:4-513934"
"1561","","I am developing my understanding of Scotland's religious diversity as well as the place of religion in society.","RME 3-06b","tcm:4-513938"
"1562","","Through researching a range of traditions, practices and customs of world religions, I can consider the place of these in contemporary life.","RME 4-06a","tcm:4-513935"
"1563","","I am able to reflect upon my own responses to the challenges and opportunities presented by Scotland's religious and cultural diversity and extend this reflection to the global context.","RME 4-06b","tcm:4-513939"
"1564","","","Values and issues","tcm:4-513476"
"1565","","As I play and learn, I am developing my understanding of what is fair and unfair and the importance of caring for, sharing and cooperating with others.","RME 0-05a","tcm:4-513921"
"1566","","Having explored stories from world religions, I can show my developing understanding of key values of those faiths and how they might be put into action in people's lives and communities.","RME 1-05a","tcm:4-534779"
"1567","","I can describe the key features of the values of world religions which are expressed in stories.","RME 1-05b","tcm:4-534782"
"1568","","Through investigating and reflecting upon the lives and teachings of significant figures from world religions, and drawing upon moral values as expressed in religious scriptures and other stories, I am beginning to understand how these have influenced the morality of world religions.","RME 2-05a","tcm:4-513922"
"1569","","I can share my developing views about values such as fairness and equality and love, caring, sharing and human rights.","RME 2-05b","tcm:4-513925"
