course_id,crb,programme_owner,programme_identifier,programme_owner_identifier,title,level,credits,subject_1,subject_2,description,target,approval_date,review_date,private,archived
23894,SQA Awarding Body,SQA Awarding Body,C25913,SQA/AB,National History,7,32,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2008,01/01/1970,0,0
23893,SQA Awarding Body,SQA Awarding Body,C20809,SQA/AB,National Geography,3,18,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,01/01/1970,0,0
23892,SQA Awarding Body,SQA Awarding Body,C20810,SQA/AB,National Geography,4,24,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,01/01/1970,0,0
23891,SQA Awarding Body,SQA Awarding Body,C20811,SQA/AB,National Geography,5,24,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,01/01/1970,0,0
23890,SQA Awarding Body,SQA Awarding Body,C20812,SQA/AB,National Geography,6,24,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,01/01/1970,0,0
23889,SQA Awarding Body,SQA Awarding Body,C20813,SQA/AB,National Geography,7,32,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,01/01/1970,0,0
23888,SQA Awarding Body,SQA Awarding Body,C22811,SQA/AB,National Sociology,5,24,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,01/01/1970,0,0
23887,SQA Awarding Body,SQA Awarding Body,C22812,SQA/AB,National Sociology,6,24,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,01/01/1970,0,0
23886,SQA Awarding Body,SQA Awarding Body,C23512,SQA/AB,National Politics,6,24,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,01/01/1970,0,0
23885,SQA Awarding Body,SQA Awarding Body,C23609,SQA/AB,National Modern Studies,3,18,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,01/01/1970,0,0
23884,SQA Awarding Body,SQA Awarding Body,C23610,SQA/AB,National Modern Studies,4,24,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,01/01/1970,0,0
23883,SQA Awarding Body,SQA Awarding Body,C23611,SQA/AB,National Modern Studies,5,24,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,01/01/1970,0,0
23882,SQA Awarding Body,SQA Awarding Body,C23612,SQA/AB,National Modern Studies,6,24,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,01/01/1970,0,0
23881,SQA Awarding Body,SQA Awarding Body,C23613,SQA/AB,National Modern Studies,7,32,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2008,01/01/1970,0,0
23880,SQA Awarding Body,SQA Awarding Body,C26310,SQA/AB,National Psychology,4,24,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,01/01/1970,0,0
23879,SQA Awarding Body,SQA Awarding Body,C26311,SQA/AB,National Psychology,5,24,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,01/01/1970,0,0
23878,SQA Awarding Body,SQA Awarding Body,C26312,SQA/AB,National Psychology,6,24,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,01/01/1970,0,0
23877,SQA Awarding Body,SQA Awarding Body,C26811,SQA/AB,National Philosophy,5,24,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2010,01/01/1970,0,0
23876,SQA Awarding Body,SQA Awarding Body,C26812,SQA/AB,National Philosophy,6,24,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2010,01/01/1970,0,0
23875,SQA Awarding Body,SQA Awarding Body,G9GL43,SQA/AB,National Progression Award Scottish Pipe Band Drumming,3,12,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,01/01/1970,0,0
23874,SQA Awarding Body,SQA Awarding Body,G9H344,SQA/AB,National Progression Award Scottish Pipe Band Drumming,4,18,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,01/01/1970,0,0
23873,SQA Awarding Body,SQA Awarding Body,G9H445,SQA/AB,National Progression Award Scottish Pipe Band Drumming,5,18,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,01/01/1970,0,0
23872,SQA Awarding Body,SQA Awarding Body,G9H246,SQA/AB,National Progression Award Scottish Pipe Band Drumming,6,18,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,01/01/1970,0,0
23871,SQA Awarding Body,SQA Awarding Body,G9H542,SQA/AB,National Progression Award Scottish Bagpipes,2,12,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,01/01/1970,0,0
23870,SQA Awarding Body,SQA Awarding Body,G9H643,SQA/AB,National Progression Award Scottish Bagpipes,3,12,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,01/01/1970,0,0
23869,SQA Awarding Body,SQA Awarding Body,G9H744,SQA/AB,National Progression Award Scottish Bagpipes,4,18,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,01/01/1970,0,0
23868,SQA Awarding Body,SQA Awarding Body,G9H845,SQA/AB,National Progression Award Scottish Bagpipes,5,18,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,01/01/1970,0,0
23867,SQA Awarding Body,SQA Awarding Body,G9H946,SQA/AB,National Progression Award Scottish Bagpipes,6,18,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,01/01/1970,0,0
23866,SQA Awarding Body,SQA Awarding Body,G79Y16,00080D0700,Higher National Social Sciences,8,240,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2003,31/07/2012,0,0
23865,SQA Awarding Body,SQA Awarding Body,G86F15,SQA01,Higher National Social Sciences,7,96,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,31/07/2014,0,0
23864,SQA Awarding Body,SQA Awarding Body,GC3J15,SQA01,Higher National Social Sciences,7,96,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2011,01/01/1970,0,0
23863,SQA Awarding Body,SQA Awarding Body,G87J16,SQA01,Higher National Social Sciences,8,240,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,31/07/2015,0,0
23862,SQA Awarding Body,SQA Awarding Body,G96216,SQA 01,Higher National Social Sciences,8,240,Social Science,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2008,31/07/2014,0,0
23860,SQA Credit Rating Service,Arthritis Care in Scotland,CR102 SUB001,ORG097,Arthritis Care in Scotland: Training for Trainers,6,1,Education,,The course will enable learners to gather the skills and knowledge required to deliver training to members of the public to best practice standards.,The course is intended as a complete grounding for new volunteer trainers or as a refresher for more experienced volunteer trainers engaged in the delivery of training programmes coordinated by ACS.,22/01/2013,31/01/2018,0,0
23857,SQA Credit Rating Service,Scottish Fire Services College,CR080 SUB007,ORG008,Incident Command Level 1B,7,2,Public Services,,"Achievement of this course will confirm that people, are ready to work as a Sector/Bronze Commander.",The aim of the programme is to develop operational managers undertaking the role of a Sector Commander (single agency) or Bronze Commander (multi agency).,22/01/2013,31/01/2018,0,0
23855,SQA Credit Rating Service,BIMS,ORG081 SUB 004,CR084,Global Certified Management Accountant,9,40,Finance,,"The syllabus cover details practices &amp; concepts required for the preparation of financial statements, general issues of performance management, costing systems, budgets, CVP analysis, decision making.",This award allows candidates to develop advanced level knowledge and understanding of management accounting.,11/01/2013,31/01/2021,0,0
23854,SQA Credit Rating Service,ASDAN - Award Scheme Development and Accreditation Network,CR016 SUB002 Part D,ORG019,Employability Qualification at SCQF level 6,6,Aug-17,Personal Development,,,,14/12/2010,31/12/2015,0,0
23853,SQA Credit Rating Service,ASDAN - Award Scheme Development and Accreditation Network,CR016 SUB002 Part C,ORG019,Employability Qualification at SCQF level 5,5,Aug-17,Personal Development,,,,14/12/2010,31/12/2015,0,0
23851,SQA Credit Rating Service,ASDAN - Award Scheme Development and Accreditation Network,CR016 SUB002 Part a,ORG019,Employability Qualification at SCQF level 2,2,Aug-17,Personal Development,,,,14/12/2010,31/12/2015,0,0
23850,SQA Credit Rating Service,ASDAN - Award Scheme Development and Accreditation Network,CR016 SUB 002 part b,ORG019,Employability qualification at SCQF level 4,4,Aug-17,Personal Development,,,,14/12/2010,31/12/2015,0,0
